Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Colour Family,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
2126-late-night-hopes-htf,2126 Late Night Hopes -HTF,"<p>Tutti i gel polish devono essere polimerizzati per almeno 60 secondi, poiché sono TPO-free.</p>",GEL.IT.UP Italy,,,"Solid Gel Colours, Grey, Gel Polish",TRUE,Title,Default Title,Grey,,,,,,,2126 Late Night Hopes -HTF,11000,shopify,0,deny,manual,7.41,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0947/5545/5242/files/download_8e01b426-19e8-49a8-89f9-276cdda0ff25.webp?v=1777740217,1,,FALSE,,,,kg,,,active
126-moody-monday-htf,126 Moody Monday -HTF,"<p>Tutti i gel polish devono essere polimerizzati per almeno 60 secondi, poiché sono TPO-free.</p>",GEL.IT.UP Italy,,,"Solid Gel Colours, Purple, Gel Polish",TRUE,Title,Default Title,Purple,,,,,,,126 Moody Monday -HTF,11000,shopify,0,deny,manual,7.41,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0947/5545/5242/files/download_8e01b426-19e8-49a8-89f9-276cdda0ff25.webp?v=1777740217,1,,FALSE,,,,kg,,,active
2322-amathyst-awakening-htf,2322 Amathyst Awakening -HTF,"<p>Tutti i gel polish devono essere polimerizzati per almeno 60 secondi, poiché sono TPO-free.</p>",GEL.IT.UP Italy,,,"Solid Gel Colours, Purple, Gel Polish",TRUE,Title,Default Title,Purple,,,,,,,2322 Amathyst Awakening -HTF,11000,shopify,0,deny,manual,7.41,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0947/5545/5242/files/download_f93769df-699b-4a68-8a0f-35d7b5ff5500.webp?v=1777740209,1,,FALSE,,,,kg,,,active
703-electric-stingray-htf,703 Electric Stingray -HTF,"<p>Tutti i gel polish devono essere polimerizzati per almeno 60 secondi, poiché sono TPO-free.</p>",GEL.IT.UP Italy,,,"Solid Gel Colours, Blue, Gel Polish",TRUE,Title,Default Title,Blue,,,,,,,703 Electric Stingray -HTF,11000,shopify,0,deny,manual,7.41,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0947/5545/5242/files/download_b94f75ad-23fb-40e7-9187-310af9f00640.webp?v=1777740210,1,,FALSE,,,,kg,,,active
25-glowstick-htf,25 Glowstick -HTF,"<p>Tutti i gel polish devono essere polimerizzati per almeno 60 secondi, poiché sono TPO-free.</p>",GEL.IT.UP Italy,,,"Solid Gel Colours, Yellow, Gel Polish",TRUE,Title,Default Title,Yellow,,,,,,,25 Glowstick -HTF,11000,shopify,0,deny,manual,7.41,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0947/5545/5242/files/download_0180047c-2db4-4fd7-81f5-9ea863d153eb.webp?v=1777740202,1,,FALSE,,,,kg,,,active
2219-htf,2219 Captain Obvious -HTF,"<p>Tutti i gel polish devono essere polimerizzati per almeno 60 secondi, poiché sono TPO-free.</p>",GEL.IT.UP Italy,Uncategorized,,"Solid Gel Colours, Green, Gel Polish",TRUE,Title,Default Title,Green,,,,,,,2219 -HTF,11000,shopify,0,deny,manual,7.41,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0947/5545/5242/files/download_7abab2fc-90f7-4b97-accd-0b178ab6d523.webp?v=1777740202,1,,FALSE,,,,kg,,,active
gel-it-up-foot-cream-100ml-silky-bliss-new,GEL IT UP FOOT CREAM 100ml SILKY BLISS NEW,"<p>Con Aloe biologica e un cocktail unico di ingredienti attivi, profuma e idrata la pelle. Si assorbe rapidamente e non lascia residui grassi. Ingredienti: Aloe Vera biologica, Acido Ialuronico, Pantenolo.</p>",GEL.IT.UP Italy,,,,TRUE,Title,Default Title,,,,,,,,GEL IT UP FOOT CREAM 100ml SILKY BLISS NEW,100000,shopify,0,deny,manual,5.16,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0947/5545/5242/files/download_ec1eeabc-e891-4981-bd03-eae9f813ed2b.webp?v=1777740195,1,,FALSE,,,,kg,,,active
2460-venice-mask-htf,2460 Venice Mask -HTF,"<p>Tutti i gel polish devono essere polimerizzati per almeno 60 secondi, poiché sono TPO-free.</p>",GEL.IT.UP Italy,,,"Solid Gel Colours, Red, Gel Polish",TRUE,Title,Default Title,Red,,,,,,,2460 Venice Mask -HTF,11000,shopify,0,deny,manual,7.41,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0947/5545/5242/files/download_d2a6f78c-f3f8-4303-8b9f-3b1fe2bef604.webp?v=1777740194,1,,FALSE,,,,kg,,,active
n018-chic-htf,N018 Chic -HTF,"<p>Tutti i gel polish devono essere polimerizzati per almeno 60 secondi, poiché sono TPO-free.</p>",GEL.IT.UP Italy,,,Gel Polish,TRUE,Title,Default Title,,,,,,,,N018 Chic -HTF,11000,shopify,0,deny,manual,7.41,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0947/5545/5242/files/download_06f6c7cf-149f-4c70-be2a-e1d2b5b8765c.webp?v=1777740187,1,,FALSE,,,,kg,,,active
5-in-1-superior-base-15ml-sweet-pink-htf,5-in-1 Superior Base 15ml Sweet Pink -HTF,"<p>La GEL.IT.UP 5-in-1 Base Coat è una base multifunzione che offre cinque utilizzi in un unico flacone: base per gel polish semipermanente, rinforzo per unghie sottili e fragili, gel modellante per piccole correzioni, base adesiva per strass e decorazioni 3D, e gel per piccoli allungamenti e rinforzo dell’unghia naturale.</p>",GEL.IT.UP Italy,,,,TRUE,Title,Default Title,,,,,,,,5-in-1 Superior Base 15ml Sweet Pink -HTF,15000,shopify,0,deny,manual,12.84,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0947/5545/5242/files/download_7da1fcf0-a838-4b86-be15-9cb69c711fd1.webp?v=1777740187,1,,FALSE,,,,kg,,,active
multimix-synthogel-30gr-clear-htf,MultiMix Synthogel 30gr Clear -HTF,"<p>Formula di alta qualità che unisce la resistenza dell’acrilico alla facilità del gel. Ideale per rinforzo dell’unghia naturale e ricostruzioni, non cola, è inodore e non brucia in lampada. Applicabile con Dual Form, Nail Forms o tecnica libera. 100% HEMA/TPO-free.</p>",GEL.IT.UP Italy,,,,TRUE,Title,Default Title,,,,,,,,MultiMix Synthogel 30gr Clear -HTF,30000,shopify,0,deny,manual,12.19,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0947/5545/5242/files/download_0f757cb0-d54b-4e45-8ab2-0ae16e21ab79.webp?v=1777740179,1,,FALSE,,,,kg,,,active
223-starlet-blue-htf,223 Starlet Blue -HTF,"<p>Tutti i gel polish devono essere polimerizzati per almeno 60 secondi, poiché sono TPO-free.</p>",GEL.IT.UP Italy,,,Gel Polish,TRUE,Title,Default Title,,,,,,,,223 Starlet Blue -HTF,11000,shopify,0,deny,manual,7.41,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0947/5545/5242/files/download_767b223e-f4bb-4132-a9ee-6a15509c62b9.webp?v=1777740174,1,,FALSE,,,,kg,,,active
2611-angel-pink-htf,2611 Angel Pink -HTF,"<p>Tutti i gel polish devono essere polimerizzati per almeno 60 secondi, poiché sono TPO-free.</p>",GEL.IT.UP Italy,,,"Solid Gel Colours, Coral Orange, Gel Polish",TRUE,Title,Default Title,Coral Orange,,,,,,,2611 Angel Pink -HTF,11000,shopify,0,deny,manual,7.41,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0947/5545/5242/files/download_580455c0-8b67-4901-8cc3-cb896ae6a19c.webp?v=1777740172,1,,FALSE,,,,kg,,,active
shimmer-top-fairy-stf-03-htf,Shimmer Top Fairy #STF 03 -HTF,<p>Bellissimi glitter top coat per un finish finale luminoso e impeccabile.</p>,GEL.IT.UP Italy,,,,TRUE,Title,Default Title,,,,,,,,Shimmer Top Fairy #STF 03 -HTF,11000,shopify,0,deny,manual,8.97,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0947/5545/5242/files/download_9fa1128c-5b58-47bc-bdff-dca3edcd0c94.webp?v=1777740166,1,,FALSE,,,,kg,,,active
5-in-1-superior-base-15ml-clear-htf,5-in-1 Superior Base 15ml Clear -HTF,"<p>La GEL.IT.UP 5-in-1 Base Coat è una base multifunzione che offre cinque utilizzi in un unico flacone: base per gel polish semipermanente, rinforzo per unghie sottili e fragili, gel modellante per piccole correzioni, base adesiva per strass e decorazioni 3D, e gel per piccoli allungamenti e rinforzo dell’unghia naturale.</p>",GEL.IT.UP Italy,,,,TRUE,Title,Default Title,,,,,,,,5-in-1 Superior Base 15ml Clear -HTF,15000,shopify,0,deny,manual,12.84,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0947/5545/5242/files/download_f19d6864-e654-48d5-83df-ef6549fcbc2a.webp?v=1777740165,1,,FALSE,,,,kg,,,active
2212-htf,2212 Ghosted -HTF,"<p>Tutti i gel polish devono essere polimerizzati per almeno 60 secondi, poiché sono TPO-free.</p>",GEL.IT.UP Italy,Uncategorized,,Gel Polish,TRUE,Title,Default Title,,,,,,,,2212 -HTF,11,shopify,0,deny,manual,7.41,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0947/5545/5242/files/GIUP-2212.webp?v=1777820189,1,,FALSE,,,,kg,,,active
fan13-htf,FAN13 -HTF,"<p>Tutti i gel polish devono essere polimerizzati per almeno 60 secondi, poiché sono TPO-free.</p>",GEL.IT.UP Italy,Animals & Pet Supplies > Pet Supplies > Bird Supplies > Bird Cage Accessories,,Gel Polish,TRUE,Title,Default Title,,,,,,,,FAN13 -HTF,11000,shopify,0,deny,manual,9.67,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0947/5545/5242/files/download_5766da9d-78c3-4489-b656-3d6a55f59382.webp?v=1777740157,1,,FALSE,,,,kg,,,active
giup-2h,GIUP 2H,"<p>Tutti i gel polish devono essere polimerizzati per almeno 60 secondi, poiché sono TPO-free.</p>",GEL.IT.UP Italy,,,Gel Polish,TRUE,Title,Default Title,,,,,,,,GIUP 2H,11000,shopify,0,deny,manual,7.41,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0947/5545/5242/files/GIUP-2H.webp?v=1777734367,1,,FALSE,,,,kg,,,active
02h-rose-bonbon-htf,02H Rose Bonbon -HTF,"<p>Tutti i gel polish devono essere polimerizzati per almeno 60 secondi, poiché sono TPO-free.</p>",GEL.IT.UP Italy,,,Gel Polish,TRUE,Title,Default Title,,,,,,,,02H Rose Bonbon -HTF,11000,shopify,0,deny,manual,7.41,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0947/5545/5242/files/GIUP-2H.webp?v=1777734367,1,,FALSE,,,,kg,,,active
2217-pouting-porpoise-htf,2217 Pouting Porpoise -HTF,"<p>Tutti i gel polish devono essere polimerizzati per almeno 60 secondi, poiché sono TPO-free.</p>",GEL.IT.UP Italy,,,"Solid Gel Colours, Green, Gel Polish",TRUE,Title,Default Title,Green,,,,,,,2217 Pouting Porpoise -HTF,11000,shopify,0,deny,manual,7.41,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0947/5545/5242/files/GIUP-2217.webp?v=1777734362,1,,FALSE,,,,kg,,,active
2217-htf,2217 Pouting Porpoise -HTF,"<p>Tutti i gel polish devono essere polimerizzati per almeno 60 secondi, poiché sono TPO-free.</p>",GEL.IT.UP Italy,Uncategorized,,Gel Polish,TRUE,Title,Default Title,,,,,,,,2217 -HTF,11000,shopify,0,deny,manual,7.41,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0947/5545/5242/files/GIUP-2217.webp?v=1777734362,1,,FALSE,,,,kg,,,active
2332-back-off-htf,2332 Back Off -HTF,"<p>Tutti i gel polish devono essere polimerizzati per almeno 60 secondi, poiché sono TPO-free.</p>",GEL.IT.UP Italy,,,"Solid Gel Colours, Grey, Gel Polish",TRUE,Title,Default Title,Grey,,,,,,,2332 Back Off -HTF,11000,shopify,0,deny,manual,7.41,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0947/5545/5242/files/GIUP-2332.webp?v=1777734358,1,,FALSE,,,,kg,,,active
fr03-garnet-htf,FR03 Garnet -HTF,"<p>Tutti i gel polish devono essere polimerizzati per almeno 60 secondi, poiché sono TPO-free.</p>",GEL.IT.UP Italy,,,Gel Polish,TRUE,Title,Default Title,,,,,,,,FR03 Garnet -HTF,11000,shopify,0,deny,manual,7.41,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0947/5545/5242/files/GIUP-FR03.webp?v=1777734357,1,,FALSE,,,,kg,,,active
velvet-cat-eye-vce05-htf,Velvet Cat Eye #VCE05 -HTF,"<p>Tutti i gel polish devono essere polimerizzati per almeno 60 secondi, poiché sono TPO-free.</p>",GEL.IT.UP Italy,,,Gel Polish,TRUE,Title,Default Title,,,,,,,,Velvet Cat Eye #VCE05 -HTF,11000,shopify,0,deny,manual,9.03,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0947/5545/5242/files/Velvet_Cat_Eye_VCE05_-HTF.webp?v=1777734353,1,,FALSE,,,,kg,,,active
05-snow-queen-htf,05 Snow Queen -HTF,"<p>Tutti i gel polish devono essere polimerizzati per almeno 60 secondi, poiché sono TPO-free.</p>",GEL.IT.UP Italy,Uncategorized,,Gel Polish,TRUE,Title,Default Title,,,,,,,,05 Snow Queen -HTF,11000,shopify,0,deny,manual,7.41,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0947/5545/5242/files/GIUP-05.webp?v=1777818513,1,,FALSE,,,,kg,,,active
2507-aqua-splash-htf,2507 Aqua Splash -HTF,"<p>Tutti i gel polish devono essere polimerizzati per almeno 60 secondi, poiché sono TPO-free.</p>",GEL.IT.UP Italy,,,"Solid Gel Colours, Blue, Gel Polish",TRUE,Title,Default Title,Blue,,,,,,,2507 Aqua Splash -HTF,11000,shopify,0,deny,manual,7.41,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0947/5545/5242/files/GIUP-2507.webp?v=1777734345,1,,FALSE,,,,kg,,,active
2447-colour-of-dreams-htf,2447 Colour of Dreams -HTF,"<p>Tutti i gel polish devono essere polimerizzati per almeno 60 secondi, poiché sono TPO-free.</p>",GEL.IT.UP Italy,,,Gel Polish,TRUE,Title,Default Title,,,,,,,,2447 Colour of Dreams -HTF,11000,shopify,0,deny,manual,7.41,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0947/5545/5242/files/GIUP-2447.webp?v=1777734346,1,,FALSE,,,,kg,,,active
gel-it-up-1-r02-11ml-htf,GEL.IT.UP 1 R02 11ml -HTF,"<p>Tutti i gel polish devono essere polimerizzati per almeno 60 secondi, poiché sono TPO-free.</p>",GEL.IT.UP Italy,,,Gel Polish,TRUE,Title,Default Title,,,,,,,,GEL.IT.UP 1 R02 11ml -HTF,11000,shopify,0,deny,manual,8.97,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0947/5545/5242/files/GIUP-R02.webp?v=1777734340,1,,FALSE,,,,kg,,,active
20-lemon-swirl-htf,20 Lemon Swirl -HTF,"<p>Tutti i gel polish devono essere polimerizzati per almeno 60 secondi, poiché sono TPO-free.</p>",GEL.IT.UP Italy,,,"Solid Gel Colours, Yellow, Gel Polish",TRUE,Title,Default Title,Yellow,,,,,,,20 Lemon Swirl -HTF,11000,shopify,0,deny,manual,7.41,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0947/5545/5242/files/GIUP-20.webp?v=1777734339,1,,FALSE,,,,kg,,,active
1912-heat-overload-thermo-glow-htf,1912 Heat Overload (Thermo /Glow) -HTF,"<p>Tutti i gel polish devono essere polimerizzati per almeno 60 secondi, poiché sono TPO-free.</p>",GEL.IT.UP Italy,,,"Solid Gel Colours, Purple, Gel Polish",TRUE,Title,Default Title,Purple,,,,,,,1912 Heat Overload (Thermo /Glow) -HTF,11000,shopify,0,deny,manual,7.41,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0947/5545/5242/files/GIUP-1912.webp?v=1777734333,1,,FALSE,,,,kg,,,active
2422-mango-mania-htf,2422 Mango Mania -HTF,"<p>Tutti i gel polish devono essere polimerizzati per almeno 60 secondi, poiché sono TPO-free.</p>",GEL.IT.UP Italy,,,"Solid Gel Colours, Coral Orange, Gel Polish",TRUE,Title,Default Title,Coral Orange,,,,,,,2422 Mango Mania -HTF,11000,shopify,0,deny,manual,7.41,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0947/5545/5242/files/GIUP-2422.webp?v=1777734334,1,,FALSE,,,,kg,,,active
2402-mother-of-the-bride-htf,2402 Mother of the Bride -HTF,"<p>Tutti i gel polish devono essere polimerizzati per almeno 60 secondi, poiché sono TPO-free.</p>",GEL.IT.UP Italy,Uncategorized,,Gel Polish,TRUE,Title,Default Title,,,,,,,,2402 Mother of the Bride -HTF,11000,shopify,0,deny,manual,7.41,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0947/5545/5242/files/GIUP-2402.webp?v=1777821067,1,,FALSE,,,,kg,,,active
2301-marry-me-please-htf,"2301 Marry Me, Please -HTF","<p>Tutti i gel polish devono essere polimerizzati per almeno 60 secondi, poiché sono TPO-free.</p>",GEL.IT.UP Italy,,,Gel Polish,TRUE,Title,Default Title,,,,,,,,"2301 Marry Me, Please -HTF",11000,shopify,0,deny,manual,7.41,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0947/5545/5242/files/GIUP-2301.webp?v=1777734328,1,,FALSE,,,,kg,,,active
satin-matt-rs-top-15-ml-htf,Satin Matt RS Top 15 ml -HTF,,GEL.IT.UP Italy,,,,TRUE,Title,Default Title,,,,,,,,Satin Matt RS Top 15 ml -HTF,15000,shopify,0,deny,manual,11.54,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0947/5545/5242/files/Satin_Matt_RS_Top_15_ml_-HTF.webp?v=1777734323,1,,FALSE,,,,kg,,,active
129-smoke-on-the-water-htf,129 Smoke on the Water -HTF,"<p>Tutti i gel polish devono essere polimerizzati per almeno 60 secondi, poiché sono TPO-free.</p>",GEL.IT.UP Italy,,,"Solid Gel Colours, Purple, Gel Polish",TRUE,Title,Default Title,Purple,,,,,,,129 Smoke on the Water -HTF,11000,shopify,0,deny,manual,7.41,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0947/5545/5242/files/GIUP-129.webp?v=1777734321,1,,FALSE,,,,kg,,,active
tr05-mirror-x5-powder,TR05 Mirror X5 Powder,"<p>Aggiungi brillantezza alle tue unghie con i Mirror Powders, disponibili in 7 tonalità uniche. Dal silver luminoso al rose gold più deciso, sono ideali per professionisti e amanti della nail art.</p>",GEL.IT.UP Italy,,,,TRUE,Title,Default Title,,,,,,,,TR05 Mirror X5 Powder,0,shopify,0,deny,manual,5.15,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0947/5545/5242/files/MIRROR_X5_8ad13dbd-6a2a-494c-ad05-52b594f5c68f.webp?v=1777734316,1,,FALSE,,,,kg,,,active
2610-twilight-air-htf,2610 Twilight Air -HTF,"<p>Tutti i gel polish devono essere polimerizzati per almeno 60 secondi, poiché sono TPO-free.</p>",GEL.IT.UP Italy,,,Gel Polish,TRUE,Title,Default Title,,,,,,,,2610 Twilight Air -HTF,11000,shopify,0,deny,manual,7.41,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0947/5545/5242/files/GIUP-2610.webp?v=1777734314,1,,FALSE,,,,kg,,,active
2607-silent-altitude-htf,2607 Silent Altitude -HTF,"<p>Tutti i gel polish devono essere polimerizzati per almeno 60 secondi, poiché sono TPO-free.</p>",GEL.IT.UP Italy,,,Gel Polish,TRUE,Title,Default Title,,,,,,,,2607 Silent Altitude -HTF,11000,shopify,0,deny,manual,7.41,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0947/5545/5242/files/GIUP-2607.webp?v=1777734308,1,,FALSE,,,,kg,,,active
2330-twinkling-twighlight-lagoon-htf,2330 Twinkling Twighlight Lagoon -HTF,"<p>Tutti i gel polish devono essere polimerizzati per almeno 60 secondi, poiché sono TPO-free.</p>",GEL.IT.UP Italy,,,Gel Polish,TRUE,Title,Default Title,,,,,,,,2330 Twinkling Twighlight Lagoon -HTF,11000,shopify,0,deny,manual,7.41,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0947/5545/5242/files/GIUP-2330.webp?v=1777734309,1,,FALSE,,,,kg,,,active
2442-chocolate-crepes-htf,2442 Chocolate Crepes -HTF,"<p>Tutti i gel polish devono essere polimerizzati per almeno 60 secondi, poiché sono TPO-free.</p>",GEL.IT.UP Italy,,,"Solid Gel Colours, Brown, Gel Polish",TRUE,Title,Default Title,Brown,,,,,,,2442 Chocolate Crepes -HTF,11000,shopify,0,deny,manual,7.41,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0947/5545/5242/files/GIUP-2442.webp?v=1777734302,1,,FALSE,,,,kg,,,active
2440-peacko-peacko-htf,2440 Peacko Peacko -HTF,"<p>Tutti i gel polish devono essere polimerizzati per almeno 60 secondi, poiché sono TPO-free.</p>",GEL.IT.UP Italy,,,"Solid Gel Colours, Green, Gel Polish",TRUE,Title,Default Title,Green,,,,,,,2440 Peacko Peacko -HTF,11000,shopify,0,deny,manual,7.41,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0947/5545/5242/files/GIUP-2440.webp?v=1777734302,1,,FALSE,,,,kg,,,active
97-spirit-of-the-ocean-htf,97 Spirit of the Ocean -HTF,"<p>Tutti i gel polish devono essere polimerizzati per almeno 60 secondi, poiché sono TPO-free.</p>",GEL.IT.UP Italy,,,"Solid Gel Colours, Green, Gel Polish",TRUE,Title,Default Title,Green,,,,,,,97 Spirit of the Ocean -HTF,11000,shopify,0,deny,manual,7.41,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0947/5545/5242/files/GIUP-97.webp?v=1777734296,1,,FALSE,,,,kg,,,active
jelly-neon-flash-jnf06-htf,Jelly Neon Flash #JNF06 -HTF,"<p>Tutti i gel polish devono essere polimerizzati per almeno 60 secondi, poiché sono TPO-free.</p>",GEL.IT.UP Italy,,,Gel Polish,TRUE,Title,Default Title,,,,,,,,Jelly Neon Flash #JNF06 -HTF,11000,shopify,0,deny,manual,7.41,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0947/5545/5242/files/Jelly_Neon_Flash_JNF06_-HTF.webp?v=1777734297,1,,FALSE,,,,kg,,,active
1926-eco-savvy-htf,1926 Eco-Savvy -HTF,"<p>Tutti i gel polish devono essere polimerizzati per almeno 60 secondi, poiché sono TPO-free.</p>",GEL.IT.UP Italy,,,"Solid Gel Colours, Coral Orange, Gel Polish",TRUE,Title,Default Title,Coral Orange,,,,,,,1926 Eco-Savvy -HTF,11000,shopify,0,deny,manual,7.41,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0947/5545/5242/files/GIUP-1926.webp?v=1777734291,1,,FALSE,,,,kg,,,active
gel-it-up-1-r19-11ml-htf,GEL.IT.UP 1 R19 11ml -HTF,"<p>Tutti i gel polish devono essere polimerizzati per almeno 60 secondi, poiché sono TPO-free.</p>",GEL.IT.UP Italy,,,Gel Polish,TRUE,Title,Default Title,,,,,,,,GEL.IT.UP 1 R19 11ml -HTF,11000,shopify,0,deny,manual,8.97,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0947/5545/5242/files/GIUP-R019.webp?v=1777734291,1,,FALSE,,,,kg,,,active
2526-double-jeopardy-htf,2526 Double Jeopardy -HTF,"<p>Tutti i gel polish devono essere polimerizzati per almeno 60 secondi, poiché sono TPO-free.</p>",GEL.IT.UP Italy,,,"Solid Gel Colours, Purple, Gel Polish",TRUE,Title,Default Title,Purple,,,,,,,2526 Double Jeopardy -HTF,11000,shopify,0,deny,manual,7.41,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0947/5545/5242/files/GIUP-2526.webp?v=1777734285,1,,FALSE,,,,kg,,,active
51a-raspberry-ripple-htf,51A Raspberry Ripple -HTF,"<p>Tutti i gel polish devono essere polimerizzati per almeno 60 secondi, poiché sono TPO-free.</p>",GEL.IT.UP Italy,,,"Solid Gel Colours, Red, Gel Polish",TRUE,Title,Default Title,Red,,,,,,,51A Raspberry Ripple -HTF,11000,shopify,0,deny,manual,7.41,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0947/5545/5242/files/GIUP-51A.webp?v=1777734285,1,,FALSE,,,,kg,,,active
21-mikado-htf,21 Mikado -HTF,"<p>Tutti i gel polish devono essere polimerizzati per almeno 60 secondi, poiché sono TPO-free.</p>",GEL.IT.UP Italy,,,"Solid Gel Colours, Yellow, Gel Polish",TRUE,Title,Default Title,Yellow,,,,,,,21 Mikado -HTF,11000,shopify,0,deny,manual,7.41,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0947/5545/5242/files/GIUP-21.webp?v=1777734279,1,,FALSE,,,,kg,,,active
liquid-polygel-lpg2-htf,Liquid Polygel #LPG2 -HTF,,GEL.IT.UP Italy,,,,TRUE,Title,Default Title,,,,,,,,Liquid Polygel #LPG2 -HTF,0,shopify,0,deny,manual,9.61,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0947/5545/5242/files/LPG2.webp?v=1777734279,1,,FALSE,,,,kg,,,active
mt05-spot-my-top-htf,MT05 Spot my top -HTF,,GEL.IT.UP Italy,,,,TRUE,Title,Default Title,,,,,,,,MT05 Spot my top -HTF,11000,shopify,0,deny,manual,8.97,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0947/5545/5242/files/MT05_Spot_my_top_-HTF.webp?v=1777734273,1,,FALSE,,,,kg,,,active
multimix-synthogel-60gr-cover-htf,MultiMix Synthogel 60gr Cover -HTF,"<p>Formula di alta qualità che unisce la resistenza dell’acrilico alla facilità del gel. Ideale per rinforzo dell’unghia naturale e ricostruzioni, non cola, è inodore e non brucia in lampada. Applicabile con Dual Form, Nail Forms o tecnica libera. 100% HEMA/TPO-free.</p>",GEL.IT.UP Italy,,,,TRUE,Title,Default Title,,,,,,,,MultiMix Synthogel 60gr Cover -HTF,60000,shopify,0,deny,manual,21.29,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0947/5545/5242/files/multimix_cover_color.webp?v=1777734267,1,,FALSE,,,,kg,,,active
n001-geisha-girl-htf,N001 Geisha Girl -HTF,"<p>Tutti i gel polish devono essere polimerizzati per almeno 60 secondi, poiché sono TPO-free.</p>",GEL.IT.UP Italy,,,Gel Polish,TRUE,Title,Default Title,,,,,,,,N001 Geisha Girl -HTF,11000,shopify,0,deny,manual,7.41,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0947/5545/5242/files/GIUP-N001.webp?v=1777734268,1,,FALSE,,,,kg,,,active
